run,lab no,        pH       ,om , P ,K ,sand ,   silt    ,clay,texture,from,transplant,var,no,x1,y1,tam,amphoe,prov,soilseries,seriesname,suit,text.code,se.tex
1157,1440/61,4.86,3.914831296,16,91,44.4,27.4,28.2,clay loam,570302-15,หว่านน้ำตม,กข6,24,649304,2234476,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1158,1442/61,5.28,2.418388753,4,243,44.5,25.2,30.3,clay loam,570302-17,หว่านน้ำตม,กข6,26,649665,2234336,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1159,424/61,5.24,3.112306356,6,96,44,27.7,28.3,clay loam,570505-28,หว่านน้ำตม,สันป่าตอง 1,92,585682,2160386,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1160,2367,5.13,3.28,11,85,40.4,23.6,36,clay loam,570509-16,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,113,576985,2157664,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1161,2360,4.73,3.49,7,188,42,18.4,39.6,clay loam,570509-25,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,116,577061,2157871,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1162,2361,5.81,3.28,11,72,42,30.8,27.2,clay loam,570509-26,หว่านน้ำตม,กข15,117,578035,2157531,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1163,2366,4.95,3.06,8,104,42.4,21.6,36,clay loam,570509-30,ปักดำ (เครื่อง),กข6,121,577046,2157559,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1164,494/61,5.02,1.98055859,21,89,44.6,24,31.4,clay loam,570510-25,โยนกล้า,กข6,145,575039,2171538,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1165,480/61,4.84,2.13774578,4,67,43.9,22.7,33.4,clay loam,570510-9,โยนกล้า,กข6,162,576863,2173231,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1166,2377,5,3.21,16,176,38.4,23.2,38.4,clay loam,571401-1,หว่านน้ำตม,กข15,217,626906,2186855,ต.ต้า,อ.ขุนตาล,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1167,2378,5.17,2.7,9,114,40.4,29.2,30.4,clay loam,571401-2,หว่านน้ำตม,กข15,221,627148,2186304,ต.ต้า,อ.ขุนตาล,จ.เชียงราย,Ph,พาน,S1,c.l,Ph.c.l
1168,594/61,5.02,2.680900758,6,36,41.2,25.1,33.7,clay loam,560706-61,หว่านน้ำตม,ขาวดอกมะลิ 105,1062,584082,2144124,ต.ศรีถ้อย,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,c.l,Ph.c.l
1169,464/61,4.9,3.80392999,12,111,44.4,19.6,36,clay loam,570501-15,ปักดำ (เครื่อง),กข6,61,589656,2171117,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,c.l,Ph.c.l
1170,2358,4.9,3.35,6,92,42,26.4,31.6,clay loam,570501-4,หว่านน้ำตม,กข15,72,589208,2170527,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,c.l,Ph.c.l
1171,457/61,5.15,3.339354518,11,148,44.5,15.7,39.8,clay loam,570501-7,ปักดำ (เครื่อง),กข6,75,588952,2171053,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,c.l,Ph.c.l
1172,1098/61,4.65,1.850225711,15.6183,112,42,25.6,32.4,clay loam,560111-4,หว่านน้ำตม,ขาวดอกมะลิ 105,861,587601,2131712,ต.แม่ปืม,อ.เมืองพะเยา,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1173,549/61,6.39,2.392003178,5,77,40,22.1,37.9,clay loam,560511-10,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,1006,602734,2123098,ต.สว่างอารมณ์,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1174,550/61,6.87,0.74459912,5,91,44.2,27.9,27.9,clay loam,560511-17,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,1007,602768,2123115,ต.สว่างอารมณ์,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1175,544/61,6.09,2.56740528,11,80,42.3,25.3,32.4,clay loam,560511-5,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,1009,602397,2121674,ต.สว่างอารมณ์,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1176,545/61,5.92,2.17876925,14,121,38.1,23.5,38.4,clay loam,560511-6,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,1010,601756,2121190,ต.สว่างอารมณ์,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1177,1044/61,4.69,3.275866045,3.2886,138,39.8,24,36.2,clay loam,560901-13,ปักดำ (เครื่อง),กข6,1082,605576,2137790,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1178,1048/61,5.33,2.457762512,2.4157,94,39.9,21.7,38.4,clay loam,560901-17,หว่านน้ำตม,กข6,1086,605948,2139684,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1179,1053/61,5.05,2.871992149,3.8164,108,41.6,25.7,32.7,clay loam,560901-22,หว่านน้ำตม,กข6,1092,606099,2138054,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,c.l,Ph.c.l
1180,410/61,5.06,2.6058143,7,84,44.4,29.8,25.8,loam,570505-11,หว่านน้ำตม,กข15,78,585423,2161187,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1181,416/61,4.59,2.329863456,10,35,48.7,29.6,21.7,loam,570505-19,ปักดำ (เครื่อง),กข15,84,584708,2160314,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1182,417/61,4.61,2.595335154,23,133,50.8,31.5,17.7,loam,570505-2,ปักดำ (เครื่อง),กข6,85,581568,2162284,ต.หัวงม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1183,422/61,4.73,2.228565045,4,59,46,29.9,24.1,loam,570505-26,ปักดำ (เครื่อง),กข15,90,584960,2160692,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1184,430/61,4.96,2.16219712,22,54,52,29.6,18.4,loam,570505-35,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,99,585113,2160720,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1185,2402,4.67,2.48,7,145,44.4,29.6,26,loam,570505-40,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,103,584937,2161086,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1186,504/61,4.52,1.927703495,5,37,46.9,29.1,24,loam,570510-37,ปักดำ (คน),กข6,156,576425,2173076,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1187,448/61,4.63,1.697621648,11,27,46.3,33,20.7,loam,570513-24,หว่านน้ำตม,กข6,175,578035,2157531,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1188,452/61,4.93,2.392738332,16,45,48.6,29.8,21.6,loam,570513-28,หว่านน้ำตม,กข6,179,577194,2160260,ต.เมืองพาน,อ.พาน,จ.เชียงราย,Ph,พาน,S1,l,Ph.l
1189,600/61,5.86,2.275068443,12,58,50.3,29.3,20.4,loam,560706-76,หว่านน้ำตม,ขาวดอกมะลิ 105,1067,584335,2144190,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,l,Ph.l
1190,604/61,5.01,2.37591785,17,31,50.3,29.1,20.6,loam,560706-88,หว่านน้ำตม,ขาวดอกมะลิ 105,1072,583966,2144245,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,l,Ph.l
1191,2355,4.72,2.85,14,109,44,30.4,25.6,loam,570501-1,หว่านน้ำตม,กข15,55,587283,2169185,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,l,Ph.l
1192,1100/61,5,2.253221452,11.8263,88,49.9,29.7,20.4,loam,560111-6,ปักดำ (คน),ธัญสิริน,863,587523,2130072,ต.บ้านใหม่,อ.เมืองพะเยา,จ.พะเยา,Ph,พาน,S2,l,Ph.l
1193,1101/61,4.99,1.859386921,10.2384,42,51.8,33.6,14.6,loam,560111-7,ปักดำ (คน),ขาวดอกมะลิ 105,864,586371,2130124,ต.ท่าจำปี,อ.เมืองพะเยา,จ.พะเยา,Ph,พาน,S2,l,Ph.l
1194,1033/61,5.7,2.102215407,12.1394,95,45.6,46.2,8.2,loam,560901-2,ปักดำ (เครื่อง),กข6,1089,602303,2120959,ต.สว่างอารมณ์,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,l,Ph.l
1195,1075/61,4.98,3.952441119,8.4846,178,45.6,13.8,40.6,sandy clay,560313-16,หว่านน้ำตม,กข6,899,622891,2165632,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,N,s.c,Ph.s.c
1196,505/61,4.73,3.396266194,11,111,46.9,17.1,36,sandy clay,570510-38,ปักดำ (คน),กข6,157,576851,2172520,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c,Ph.s.c
1197,1328/61,4.96,5.63,11,175,45.4,14.5,40.1,sandy clay,501004-12,หว่านน้ำตม,สันป่าตอง 1,416,535355,2211798,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.c,Ph.s.c
1198,466/61,4.98,3.702631579,8,115,46,18,36,sandy clay,570501-20,ปักดำ (เครื่อง),กข10,64,589006,2171060,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c,Ph.s.c
1199,477/61,4.95,2.134252731,47,63,55.9,22.7,21.4,sandy clay loam,570510-5,ปักดำ (คน),กข6,159,576035,2172767,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,N,s.c.l,Ph.s.c.l
1200,479/61,4.69,1.826864449,24,36,55.9,22.7,21.4,sandy clay loam,570510-8,ปักดำ (คน),กข6,161,575623,2173948,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,N,s.c.l,Ph.s.c.l
1201,2350,4.91,3.42,15,183,48,24,28,sandy clay loam,570105-7,ปักดำ (เครื่อง),กข6,11,595822,2212692,ต.แม่ข้าวต้ม,อ.เมืองเชียงราย,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1202,2349,5.23,3.13,9,61,56,22,22,sandy clay loam,570105-9,ปักดำ (เครื่อง),ธัญสิริน,12,595566,2212762,ต.แม่ข้าวต้ม,อ.เมืองเชียงราย,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1203,409/61,5.03,2.71060576,6,81,50.2,28,21.8,sandy clay loam,570505-10,หว่านน้ำตม,กข15,77,585408,2161304,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1204,411/61,5.07,2.521981132,13,137,50.9,27.7,21.4,sandy clay loam,570505-13,หว่านน้ำตม,กข15,79,585443,2161064,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1205,413/61,4.83,2.707112711,15,58,50.8,25.8,23.4,sandy clay loam,570505-16,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,81,584901,2160715,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1206,414/61,6.03,1.344823734,13,62,52.6,21.9,25.5,sandy clay loam,570505-17,ปักดำ (เครื่อง),กข6,82,584956,2160139,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1207,421/61,4.76,2.797931976,6,62,52.2,21.9,25.9,sandy clay loam,570505-25,ปักดำ (เครื่อง),กข6,89,584637,2160740,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1208,2401,5.71,1.69,5,63,62.4,17.6,20,sandy clay loam,570505-3,โยนกล้า,กข15,94,585743,2160415,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1209,426/61,5.49,2.413696624,6,68,46,25.7,28.3,sandy clay loam,570505-30,หว่านน้ำตม,สันป่าตอง 1,95,585689,2160483,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1210,429/61,5.25,1.701114697,27,88,58,21.6,20.4,sandy clay loam,570505-33,ปักดำ (เครื่อง),กข6,98,584835,2160721,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1211,431/61,4.86,2.389245283,6,49,52,27.4,20.6,sandy clay loam,570505-37,หว่านน้ำตม,สันป่าตอง 1,100,585727,2160851,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1212,405/61,4.57,2.542939424,14,81,54.1,23.9,22,sandy clay loam,570505-6,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,109,585968,2160842,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1213,407/61,4.6,2.598828203,8,48,48.1,28,23.9,sandy clay loam,570505-8,หว่านน้ำตม,กข15,111,585606,2160920,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1214,408/61,4.82,2.797931976,5,72,46,28.1,25.9,sandy clay loam,570505-9,ปักดำ (เครื่อง),กข15,112,585567,2160942,ต.ดอยงาม,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1215,2371,4.92,1.83,13,53,52.4,27.6,20,sandy clay loam,570509-33,หว่านน้ำตม,ขาวดอกมะลิ 105,124,578035,2157531,ต.ม่วงคำ,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1216,473/61,5.03,1.508997021,11,29,58.8,17.6,23.6,sandy clay loam,570510-1,ปักดำ (เครื่อง),ขาวดอกมะลิ 105,130,575792,2172135,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1217,481/61,4.93,2.37178004,8,29,47.8,22.8,29.4,sandy clay loam,570510-10,ปักดำ (คน),กข6,131,575493,2174442,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1218,485/61,5.05,1.725566038,8,57,55.8,18.8,25.4,sandy clay loam,570510-15,ปักดำ (คน),กข6,135,576852,2173421,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1219,488/61,5.14,1.669677259,9,35,55.9,18.7,25.4,sandy clay loam,570510-18,ปักดำ (คน),กข6,138,580462,2167506,ต.เจริญเมือง,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1220,489/61,5.01,2.668689176,12,40,56,20.8,23.2,sandy clay loam,570510-19,ปักดำ (คน),กข6,139,575593,2173583,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1221,474/61,5.6,2.860806852,4,75,56.8,23.2,20,sandy clay loam,570510-2,ปักดำ (คน),กข6,140,576037,2172484,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1222,490/61,5.19,2.043433466,3,28,56,20.8,23.2,sandy clay loam,570510-20,ปักดำ (คน),กข6,141,575576,2174624,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1223,495/61,5.2,1.757003476,5,57,46.6,28,25.4,sandy clay loam,570510-28,โยนกล้า,กข6,146,575493,2174439,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1224,496/61,4.93,2.242537239,4,60,48.6,20,31.4,sandy clay loam,570510-29,โยนกล้า,กข6,147,576768,2172779,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1225,497/61,4.96,2.825876365,8,83,52.6,20,27.4,sandy clay loam,570510-30,ปักดำ (คน),กข6,149,576524,2172216,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1226,500/61,5.1,3.468597319,6,67,48.5,20.1,31.4,sandy clay loam,570510-33,โยนกล้า,กข6,152,575103,2173840,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1227,501/61,4.61,2.674022244,5,43,62.1,16.1,21.8,sandy clay loam,570510-34,ปักดำ (คน),กข6,153,575801,2174185,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1228,502/61,4.62,2.770321437,8,82,50.5,17.7,31.8,sandy clay loam,570510-35,ปักดำ (คน),กข6,154,576772,2172781,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1229,503/61,5.4,1.61129186,3,20,48.9,21.4,29.7,sandy clay loam,570510-36,ปักดำ (คน),กข6,155,575324,2176062,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1230,478/61,4.9,2.350821748,23,24,53.8,20.8,25.4,sandy clay loam,570510-6,ปักดำ (คน),กข6,160,575099,2174433,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,S1,s.c.l,Ph.s.c.l
1231,1713,5.37,2.48,37,114,56.8,17.2,26,sandy clay loam,501004-16,หว่านน้ำตม,สันป่าตอง 1,421,534767,2211492,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.c.l,Ph.s.c.l
1232,1700,5.35,3.21,27,90,54.4,25.6,20,sandy clay loam,501004-23,ปักดำ (คน),สันป่าตอง 1,430,534855,2211427,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Ph,พาน,S1,s.c.l,Ph.s.c.l
1233,579/61,5.34,1.686955512,7,36,55.9,22,22.1,sandy clay loam,560706-31,หว่านน้ำตม,ขาวดอกมะลิ 105,1046,584071,2144914,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1234,580/61,5.16,2.085909313,7,38,45.6,26.4,28,sandy clay loam,560706-34,หว่านน้ำตม,กข15,1047,583993,2145711,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1235,588/61,5.44,1.666319971,20,53,53.1,19.4,27.5,sandy clay loam,560706-49,หว่านน้ำตม,ขาวดอกมะลิ 105,1056,584396,2145382,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1236,589/61,5.26,2.199404791,16,32,53.3,21.3,25.4,sandy clay loam,560706-50,หว่านน้ำตม,ขาวดอกมะลิ 105,1057,584369,2144427,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1237,591/61,5.3,1.508114153,4,33,55.1,23.3,21.6,sandy clay loam,560706-58,หว่านน้ำตม,ขาวดอกมะลิ 105,1059,583965,2144641,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1238,592/61,5.54,1.759179907,14,33,57,21.3,21.7,sandy clay loam,560706-59,หว่านน้ำตม,กข15,1060,586810,2141949,ต.บ้านเหล่า,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1239,605/61,5.26,3.103676471,8,28,54.3,25.1,20.6,sandy clay loam,560706-89,หว่านน้ำตม,ขาวดอกมะลิ 105,1073,584694,2146505,ต.ป่าแฝก,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1240,608/61,5.43,1.648159229,16,26,52.2,27,20.8,sandy clay loam,560706-96,หว่านน้ำตม,ขาวดอกมะลิ 105,1077,584345,2145598,ต.เจริญราษฎร์,อ.แม่ใจ,จ.พะเยา,Ph,พาน,S1,s.c.l,Ph.s.c.l
1241,459/61,4.68,2.287946872,10,41,60.6,15.6,23.8,sandy clay loam,570501-10,ปักดำ (เครื่อง),กข6,56,588805,2169839,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1242,460/61,4.95,1.414684707,5,64,50.5,23.6,25.9,sandy clay loam,570501-11,ปักดำ (เครื่อง),กข6,57,587818,2170123,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1243,461/61,4.97,2.850327706,19,71,48.5,25.7,25.8,sandy clay loam,570501-12,ปักดำ (เครื่อง),กข6,58,589281,2170952,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1244,462/61,5.03,2.958612214,11,91,46.4,23.6,30,sandy clay loam,570501-13,ปักดำ (เครื่อง),กข6,59,589750,2171072,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1245,463/61,4.74,2.7350571,9,89,50.5,19.5,30,sandy clay loam,570501-14,หว่านน้ำตม,กข15,60,589101,2169996,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1246,465/61,4.98,2.434654916,13,49,48.5,23.5,28,sandy clay loam,570501-16,ปักดำ (เครื่อง),กข6,62,588691,2170823,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1247,467/61,5.28,3.639756703,12,65,54.2,17.6,28.2,sandy clay loam,570501-21,ปักดำ (เครื่อง),กข6,65,589983,2171429,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1248,468/61,5.14,2.745536246,8,85,54.4,15.3,30.3,sandy clay loam,570501-22,หว่านน้ำตม,กข15,66,589937,2171107,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1249,469/61,4.95,2.927174777,10,35,66.4,13.4,20.2,sandy clay loam,570501-24,ปักดำ (เครื่อง),กข6,67,588947,2170469,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1250,471/61,5.27,4.547949355,9,118,46.4,27.2,26.4,sandy clay loam,570501-27,ปักดำ (เครื่อง),กข6,69,589610,2171246,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1251,2357,5.24,3.71,10,104,46,24.4,29.6,sandy clay loam,570501-3,หว่านน้ำตม,กข15,70,589208,2170527,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1252,472/61,5,3.259014399,11,79,54.8,23.4,21.8,sandy clay loam,570501-32,ปักดำ (เครื่อง),กข6,71,588586,2170765,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1253,456/61,5.95,1.48454568,7,65,52.6,23.6,23.8,sandy clay loam,570501-6,หว่านน้ำตม,ขาวดอกมะลิ 105,74,589629,2170286,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1254,458/61,5.01,2.4765715,7,93,46.6,23.6,29.8,sandy clay loam,570501-8,ปักดำ (เครื่อง),กข6,76,589453,2171095,ต.สันมะเค็ด,อ.พาน,จ.เชียงราย,Ph,พาน,S2,s.c.l,Ph.s.c.l
1255,1058/61,4.48,2.630358194,14.7987,137,47.6,24.6,27.8,sandy clay loam,560306-5,หว่านข้าวแห้ง,กข15,881,625609,2155293,ต.น้ำแวน,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1256,1067/61,5.17,2.378368499,5.3562,57,59.6,14.2,26.2,sandy clay loam,560313-1,หว่านน้ำตม,กข6,896,624153,2163849,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1257,1073/61,5.22,2.516445044,5.4984,77,51.6,14,34.4,sandy clay loam,560313-11,หว่านน้ำตม,กข6,897,624999,2163108,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1258,1076/61,4.98,1.750120216,8.3187,134,55.8,19.6,24.6,sandy clay loam,560313-18,หว่านน้ำตม,ขาวดอกมะลิ 105,900,623627,2164119,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1259,1068/61,5.57,3.058395486,23.9844,165,53.6,22.2,24.2,sandy clay loam,560313-4,หว่านน้ำตม,ขาวดอกมะลิ 105,901,624362,2163628,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1260,1070/61,4.97,3.248250736,10.4991,129,45.6,20.1,34.3,sandy clay loam,560313-6,หว่านน้ำตม,ขาวดอกมะลิ 105,903,625256,2163012,ต.อ่างทอง,อ.เชียงคำ,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1261,1050/61,6.23,1.757024043,5.5419,82,53.8,25.7,20.5,sandy clay loam,560901-19,หว่านน้ำตม,กข6,1088,606069,2138745,ต.ห้วยแก้ว,อ.ภูกามยาว,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1262,1037/61,5.11,2.481925908,3.7758,238,49.6,26.1,24.3,sandy clay loam,560901-6,หว่านน้ำตม,กข6,1096,607012,2140512,ต.ห้วยลาน,อ.ดอกคำใต้,จ.พะเยา,Ph,พาน,S2,s.c.l,Ph.s.c.l
1263,484/61,6.17,2.225071996,4,98,57.9,24.7,17.4,sandy loam,570510-14,ปักดำ (คน),กข15,134,575926,2173269,ต.ทรายขาว,อ.พาน,จ.เชียงราย,Ph,พาน,N,s.l,Ph.s.l
1264,2346,5.05,4.07,24,171,60,20,20,sandy loam,570105-1,ปักดำ (เครื่อง),กข6,8,596129,2212854,ต.แม่ข้าวต้ม,อ.เมืองเชียงราย,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
1265,2347,5.12,3.35,22,63,64,20,16,sandy loam,570105-10,หว่านน้ำตม,สันป่าตอง 1,9,595775,2212770,ต.แม่ข้าวต้ม,อ.เมืองเชียงราย,จ.เชียงราย,Ph,พาน,S1,s.l,Ph.s.l
